adm0_name,iso3,X,Y,published,source,airline,info,optional1,optional2,optional3,ObjectId
Curaçao,CUW,-69.056155,12.230503,,,,,,,,366
Cyprus,CYP,33.221964,35.05631,,,,,,,,367
Czechia,CZE,15.331513,49.73914,,,,,,,,368
Dekelia,xUK,33.789214,35.01813,,,,,,,,369
Democratic People's Republic of Korea,PRK,127.180425,40.146267,,,,,,,,370
Democratic Republic of the Congo,COD,23.655976,-2.876871,,,,,,,,371
Denmark,DNK,9.357947,56.264252,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290859/sas-week-of-19apr20-operations/,.SAS,SAS week of 19APR20 operations,,,,372
Djibouti,DJI,42.182803,11.560073,,,,,,,,373
Dominica,DMA,-61.350113,15.434742,,,,,,,,374
Dominican Republic,DOM,-70.499109,18.898312,,,,,,,,375
Ecuador,ECU,-78.370318,-1.447653,,,,,,,,376
Egypt,EGY,29.776611,26.5826,16.03.2020,https://www.egypttoday.com/Article/1/82685/Suspension-of-Egypt-s-air-traffic-does-not-include-domestic,EgyptAir,"Suspension of Egypt's air traffic does not include domestic, cargo flights",,,,377
El Salvador,SLV,-88.866407,13.733507,,,,,,,,378
Equatorial Guinea,GNQ,10.46817,1.567542,,,,,,,,379
Eritrea,ERI,38.110583,16.128858,,,,,,,,380
Estonia,EST,25.837845,58.683671,,,,,,,,381
Eswatini,SWZ,31.501493,-26.56471,,,,,,,,382
Ethiopia,ETH,39.635053,8.631222,10.04.2020,https://www.routesonline.com/news/38/airlineroute/290741/ethiopian-airlines-april-2020-long-haul-operations-as-of-0800gmt-10apr20/,.Ethiopian,Ethiopian Airlines April 2020 Long-Haul operations as of 10APR20,,,,383
Ethiopia,ETH,39.635053,8.631222,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290545/ethiopian-airlines-april-2020-east-asia-service-changes-as-of-30mar20/,.Ethiopian,Ethiopian Airlines April 2020 East Asia service changes as of 30MAR20,,,,384
Ethiopia,ETH,39.635053,8.631222,03.04.2020,https://www.routesonline.com/news/38/airlineroute/290618/ethiopian-airlines-april-2020-europe-americas-service-changes-as-of-03apr20/,.Ethiopian,Ethiopian Airlines April 2020 Europe / Americas service changes as of 03APR20,,,,385
Ethiopia,ETH,39.635053,8.631222,30.03.2020,Ethiopian Airlines Newsletter,.Ethiopian,Ethiopian Airlines announces that it will suspend its passenger flights to Italy effective 03 April to 30April inclusive.,,,,386
Europa Island,xFR,40.346587,-22.364862,,,,,,,,387
Falkland Islands (Malvinas),FLK,-58.753229,-51.741167,,,,,,,,388
Faroe Islands,FRO,-7.12897,62.204737,19.04.2020,https://www.routesonline.com/news/38/airlineroute/290852/atlantic-airways-faroe-islands-extends-interim-schedule-to-04may20/,.Atlantic Airways,Atlantic Airways Faroe Islands extends interim schedule to 04MAY20,,,,389
Fiji,FJI,177.964016,-17.835777,03.04.2020,https://www.routesonline.com/news/38/airlineroute/290854/fiji-link-resumes-nadi-suva-service-from-18apr20/,.Fiji Link,Fiji Link resumes Nadi – Suva service from 18APR20,,,,390
Fiji,FJI,177.964016,-17.835777,27.04.2020,https://www.fijivillage.com/news/Fiji-Link-to-reinstate-domestic-services-next-week-after-the-lifting-of-inter-island-travel-restrictions-f84x5r,.Fiji Link,Fiji Link will restore services between Nadi and Suva to Taveuni and Savusavu with three flights a week as of May 4,,,,391
Fiji,FJI,177.964016,-17.835777,27.04.2020,https://www.routesonline.com/news/38/airlineroute/290960/fiji-airways-resumes-labasa-service-week-of-26apr20/,.Fiji Airways,Fiji Airways resumes Labasa service week of 26APR20,,,,392
Fiji,FJI,177.964016,-17.835777,20.03.2020,https://www.fijitimes.com/covid-19-international-flights-suspended-until-may/,Fiji Airways,Fiji Airways suspends international flights until end of May because of COVID-19 ,,,,393
Finland,FIN,23.308447,61.915867,16.03.2020,https://worldairlinenews.com/2020/03/16/finnair-cuts-capacity-by-90-maintains-critical-air-connections-for-finland/,Finnair,"Finnair cuts capacity by 90%, maintains critical air connections for Finland",,,,394
Finland,FIN,23.308447,61.915867,17.04.2020,https://www.routesonline.com/news/38/airlineroute/290836/finnair-15apr20-30jun20-operations-as-of-16apr20/,.Finnair,Finnair 15APR20 – 30JUN20 operations as of 16APR20,,,,395
France,FRA,2.45652,46.627084,28.04.2020,https://www.routesonline.com/news/38/airlineroute/290996/asl-airlines-france-expands-algeria-network-in-s20/,.ASL Airlines France,ASL Airlines France expands Algeria network in summer 2020,,,,396
France,FRA,2.45652,46.627084,18.03.2020,https://worldairlinenews.com/2020/03/18/air-corsica-reduces-its-schedule/,Air Corsica,Air Corsica reduces its schedule,,,,397
France,FRA,2.45652,46.627084,09.04.2020,https://www.thelocal.fr/20200409/air-france-klm-sees-more-than-90-percent-of-planes-grounded,Air France KLM,"Air France-KLM to ground more than 90 percent of planes in April, May because of COVID-19 crisis",,,,398
France,FRA,2.45652,46.627084,15.03.2020,https://worldairlinenews.com/2020/03/16/air-france-klm-takes-exceptional-measures-due-to-coronavirus-grounds-a380s-and-747-400s/,Air France,"Air France-KLM takes exceptional measures due to coronavirus, grounds A380s and 747-400s",,,,399
France,FRA,2.45652,46.627084,15.03.2020,Reuters,La Compagnie,La Compagnie to suspend all operations,,,,400
France,FRA,2.45652,46.627084,19.04.2020,https://www.connexionfrance.com/French-news/Air-France-airline-to-run-30-of-its-flights-from-July-onwards-after-deconfinement-as-Ryanair-boss-says-IATA-proposals-are-mad,.Air France,"Air France plans to run 30 percent of its flights from July onwards; to increase number of flights to, from major destinations in France from 11 May",,,,401
France,FRA,2.45652,46.627084,31.03.2020,https://www.routesonline.com/news/38/airlineroute/290572/air-france-29mar20-18apr20-european-operations-as-of-29mar20/,.Air France,Air France 29MAR20 – 18APR20 European operations as of 29MAR20,,,,402
France,FRA,2.45652,46.627084,01.04.2020,https://www.routesonline.com/news/38/airlineroute/290581/air-france-april-2020-long-haul-operations-as-of-0630gmt-01apr20/,.Air France,Air France April 2020 Long-Haul operations as of 0630GMT 01APR20,,,,403
France,FRA,2.45652,46.627084,17.04.2020,https://www.routesonline.com/news/38/airlineroute/290830/air-france-20apr20-31may20-intercontinental-network-as-of-0345gmt-17apr20/,.Air France,Air France 20APR20 – 31MAY20 Intercontinental network as of 17APR20,,,,404
France,FRA,2.45652,46.627084,06.04.2020,https://www.routesonline.com/news/38/airlineroute/290669/corsair-may-2020-operations-as-of-06apr20/,.Corsair,Corsair May 2020 operations as of 06APR20,,,,405
France,FRA,2.45652,46.627084,16.04.2020,https://www.routesonline.com/news/38/airlineroute/290810/corsair-extends-scheduled-service-suspension-to-early-june-2020/,Corsair,Corsair extends scheduled service suspension to early-June 2020,,,,406
French Guiana,GUF,-53.236712,3.921491,,,,,,,,407
French Polynesia,PYF,-149.40089,-17.677522,09.04.2020,https://www.routesonline.com/news/38/airlineroute/290725/air-tahiti-nui-schedules-nonstop-papeete-paris-repatriation-flights-in-april-2020/,.Air Tahiti Nui,Air Tahiti Nui schedules nonstop Papeete – Paris repatriation flights in April 2020,,,,408
French Polynesia,PYF,-149.40089,-17.677522,16.04.2020,https://www.routesonline.com/news/38/airlineroute/290809/air-tahiti-nui-extends-scheduled-service-suspension-to-late-may-2020/,Air Tahiti Nui,Air Tahiti Nui extends scheduled service suspension to late-May 2020,,,,409
French Southern Territories,ATF,69.642419,-49.605893,,,,,,,,410
Gabon,GAB,11.800744,-0.606228,,,,,,,,411
Gambia,GMB,-15.39888,13.453329,,,,,,,,412
Gaza,PSE,34.306254,31.323248,,,,,,,,413
Georgia,GEO,43.371361,42.04813,,,,,,,,414
Germany,DEU,10.380614,51.08868,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290900/condor-extends-interim-schedule-to-15may20/,.Condor,Condor extends interim schedule to 15MAY20,,,,415
Thailand,THA,101.020295,15.130893,13.04.2020,https://www.routesonline.com/news/38/airlineroute/290766/thai-airways-international-files-limited-international-schedule-13apr20-30apr20/,.Thai Airways,Thai Airways International files limited International schedule 13APR20 – 30APR20,,,,416
Germany,DEU,10.380614,51.08868,23.04.2020,https://www.lufthansa.com/content/dam/lh/documents/special-flight-schedule/LH_Schedule23-25Apr.pdf,.Luthansa ,"Lufthansa European network, effective 23APR20-25APR20",,,,417
Germany,DEU,10.380614,51.08868,23.03.2020,https://www.routesonline.com/news/38/airlineroute/290447/lufthansa-29mar20-19apr20-long-haul-operations-as-of-0900gmt-23mar20/?highlight=Lufthansa,.Luthansa ,Lufthansa 29MAR20 – 19APR20 Long-Haul operations,,,,418
Germany,DEU,10.380614,51.08868,17.04.2020,https://www.routesonline.com/news/38/airlineroute/290827/lufthansa-extends-interim-long-haul-schedule-to-17may20/,.Lufthansa,Lufthansa extends interim long-haul schedule to 17MAY20,,,,419
Germany,DEU,10.380614,51.08868,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290878/eurowings-week-of-19apr20-operations/,.Eurowings,Eurowings week of 19APR20 operations,,,,420
Germany,DEU,10.380614,51.08868,27.04.2020,https://www.routesonline.com/news/38/airlineroute/290959/eurowings-s20-long-haul-routes-update-as-of-24apr20/,.Eurowings,Eurowings Long-Haul routes update as of 24APR20,,,,421
Germany,DEU,10.380614,51.08868,17.04.2020,https://www.aviation24.be/airlines/lufthansa-group/lufthansa-group-extends-repatriation-flight-schedule-until-17-may/,.Lufthansa,Lufthansa Group extends repatriation flight schedule until 17 May,,,,422
Germany,DEU,10.380614,51.08868,22.04.2020,Media,Luftfahrgesellschaft Walter (LGW),Luftfahrgesellschaft Walter (LGW) set to enter voluntary administration amid COVID-19 outbreak,,,,423
Ghana,GHA,-1.205759,7.965053,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290862/africa-world-airways-resume-limited-operation-from-21apr20/,.Africa World Airways,Africa World Airways resume limited operation from 21APR20,,,,424
Gibraltar,GIB,-5.34852,36.137681,,,,,,,,425
Glorioso Islands,xFR,47.297676,-11.579769,,,,,,,,426
Greece,GRC,22.583055,39.473008,28.04.2020,https://www.routesonline.com/news/38/airlineroute/290992/aegean-airlines-aprmay-2020-operations-as-of-28apr20/,.Aegean,Aegean Airlines Apr/May 2020 Operations as of 28APR20,,,,427
Greece,GRC,22.583055,39.473008,28.04.2020,https://www.routesonline.com/news/38/airlineroute/290993/olympic-air-week-of-26apr20-operations-as-of-26apr20/,.Olympic Air,Olympic Air week of 26APR20 operations as of 26APR20,,,,428
Greenland,GRL,-41.393713,74.756257,08.04.2020,https://www.osac.gov/Content/Report/cd04fd74-b2f2-4351-b7ca-18652a10441e,Air Greenland,Air Greenland halts all flights through 30 April,,,,429
Grenada,GRD,-61.683617,12.11436,,,,,,,,430
Guadeloupe,GLP,-61.679736,16.159503,14.04.2020,https://www.routesonline.com/news/38/airlineroute/290773/air-antilles-revises-interim-schedule-to-mid-may-2020/,Air Antilles,Air Antilles revises interim schedule to mid-May 2020,,,,431
Guam,GUM,144.702964,13.35781,05.04.2020,https://www.routesonline.com/news/38/airlineroute/290631/united-airlines-aprilmay-2020-guam-operation-changes-as-of-03apr20/,.United Airlines,United Airlines April/May 2020 Guam operation changes as of 03APR20,,,,432
Guatemala,GTM,-91.231217,15.003765,,,,,,,,433
Guernsey,GGY,-2.579585,49.455676,,,,,,,,434
Guinea,GIN,-11.280731,11.005651,,,,,,,,435
Guinea-Bissau,GNB,-14.400762,12.117902,,,,,,,,436
Guyana,GUY,-58.972763,4.792405,20.04.2020,https://www.nationnews.com/nationnews/news/245082/liat-passenger-flights-suspended,Liat,LIAT suspends flights until 15 May because of COVID-19 ,,,,437
Haiti,HTI,-73.051343,18.321716,,,,,,,,438
Hala'ib Triangle,"EGY, SDN",35.507186,22.367022,,,,,,,,439
Heard Island and McDonald Islands,HMD,73.513147,-53.10263,,,,,,,,440
Holy See,VAT,12.453166,41.903448,,,,,,,,441
Honduras,HND,-86.613529,14.820544,,,,,,,,442
Hong Kong,HKG,114.026644,22.397976,15.04.2020,https://www.businesstraveller.com/business-travel/2020/04/15/hk-express-extends-suspension-of-all-flights-until-june-18/,HK Express,HK Express extends suspension of all flights until 18 June because of COVID-19 ,,,,443
Hong Kong,HKG,114.026644,22.397976,28.03.2020,https://www.routesonline.com/news/38/airlineroute/290535/cathay-pacific-29mar20-31may20-operations-as-of-1615gmt-28mar20/,.Cathay Pacific,Cathay Pacific 29MAR20 – 31MAY20 operations,,,,444
Hong Kong,HKG,114.026644,22.397976,07.04.2020,https://www.routesonline.com/news/38/airlineroute/290684/hong-kong-airlines-week-of-12apr20-operations-as-of-05apr20/,.Hong Kong Airlines,Hong Kong Airlines week of 12APR20 operations as of 05APR20,,,,445
Hong Kong,HKG,114.026644,22.397976,03.04.2020,https://www.aljazeera.com/ajimpact/cathay-pacific-cuts-flights-ceo-directors-pay-cut-200403041402343.html,Cathay Pacific,"Cathay Pacific cuts more flights as CEO, directors take pay cut",,,,446
Hong Kong,HKG,114.026644,22.397976,16.04.2020,https://www.routesonline.com/news/38/airlineroute/290818/cathay-pacific-15apr20-31may20-operations-as-of-1000gmt-16apr20/,.Cathay Pacific,Cathay Pacific 15APR20 – 31MAY20 operations as of 16APR20,,,,447
Hong Kong,HKG,114.026644,22.397976,24.04.2020,https://www.routesonline.com/news/38/airlineroute/290938/cathay-pacific-to-resume-delhi-service-in-early-may-2020/,.Cathay Pacific,Cathay Pacific Airways to resume Hong Kong-Delhi flights from 6 May,,,,448
Howland Island,UMI,-176.61696,0.807086,,,,,,,,449
Hungary,HUN,19.412215,47.16514,20.03.2020,https://www.breakingtravelnews.com/news/article/wizz-air-cancels-russia-flights-until-early-april/,Wizz,"Wizz Air temporarily suspends flights from Georgia to Austria, France, Germany, Spain; Poland, Latvia, Moldova and Russia. ",,,,450
Hungary,HUN,19.412215,47.16514,20.04.2020,https://www.exyuaviation.com/2020/04/wizz-air-postpones-ex-yu-flight.html,Wizz,Wizz Air extends flight suspensions across airports in former Yugoslavia because of COVID-19 ,,,,451
Hungary,HUN,19.412215,47.16514,25.04.2020,https://www.reuters.com/article/health-coronavirus-wizz-air-hldgs/low-cost-airline-wizz-to-restart-some-flights-from-uks-luton-airport-idUSL5N2CD094,.Wizz,Wizz Air said it would restart some flights from London’s Luton Airport on May 1,,,,452
Hungary,HUN,19.412215,47.16514,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290864/wizz-air-20apr20-30apr20-interim-operations/,.Wizz,Wizz Air 20APR20 – 30APR20 interim operations,,,,453
Hungary,HUN,19.412215,47.16514,20.04.2020,https://www.exyuaviation.com/2020/04/wizz-air-postpones-ex-yu-flight.html,Wizz,Wizz Air postpones EX-YU flight resumption,,,,454
Hungary,HUN,19.412215,47.16514,24.03.2020,https://www.reuters.com/article/health-coronavirus-wizz-air-hldgs/wizz-air-suspends-all-flights-to-and-from-varna-over-coronavirus-idUSL8N2BH30M,Wizz,"Wizz Air suspends all flights to and from city of Varna, Bulgaria from March 25 until May 1",,,,455
Hungary,HUN,19.412215,47.16514,25.03.2020,https://www.romania-insider.com/wizz-air-halts-operations-romanian-airports,Wizz,"Wizz Air will suspend all operations from its bases in Craiova, Sibiu, Timisoara (Romania)",,,,456
Hungary,HUN,19.412215,47.16514,19.04.2020,https://www.aviation24.be/airlines/wizz-air/wizz-air-prolongues-the-suspension-of-routes-to-romania-and-north-macedonia-due-to-new-authorities-restrictions/,Wizz,Wizz Air prolongs the suspension of routes to Romania and North Macedonia due to new authorities restrictions,,,,457
Iceland,ISL,-19.013973,64.790408,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290548/icelandair-29mar20-18apr20-operations-as-of-29mar20/,.Icelandair,Icelandair 29MAR20 – 18APR20 operations as of 29MAR20,,,,458
Ilemi Triangle,"SSD, KEN",35.037697,4.760151,,,,,,,,459
India,IND,79.357702,22.348341,05.04.2020,https://www.indiatvnews.com/business/news-air-deccan-ceasing-operations-employees-to-go-on-sabbatical-without-pay-covid19-impact-604749,Air Deccan,Air Deccan ceases operations until further notice ,,,,460
India,IND,79.357702,22.348341,04.04.2020,https://punemirror.indiatimes.com/news/india/air-india-stops-bookings-for-domestic-international-flights-till-april-30/articleshow/74979189.cms,Air india,Air India halts flight bookings until 30 April as it awaits government decision on lockdown that ends on 14 April ,,,,461
India,IND,79.357702,22.348341,18.04.1010,https://www.deccanherald.com/business/air-india-opens-bookings-for-select-domestic-and-international-flights-826947.html,.Air India,Air India opens bookings for select domestic and international flights,,,,462
India,IND,79.357702,22.348341,04.04.2020,https://www.cnbctv18.com/aviation/airasia-india-says-flight-bookings-to-resume-from-april-15-5624391.htm,AirAsia india,AirAsia India to open flight bookings from 15 April ,,,,463
India,IND,79.357702,22.348341,17.04.2020,https://www.businesstoday.in/current/corporate/coronavirus-lockdown-goair-to-resume-flight-operations-in-phases-from-may-4/story/401211.html,GoAir,GoAir to resume flight operations in phases from May 4,,,,464
India,IND,79.357702,22.348341,17.04.2020,https://www.businesstraveller.com/business-travel/2020/04/16/vistara-to-resume-flights-from-may-4/,.Vistara,Vistara to resume flights from May 4,,,,465
India,IND,79.357702,22.348341,14.04.2020,https://timesofindia.indiatimes.com/business/india-business/indigo-looks-to-resume-flights-on-may-4/articleshow/75147590.cms,.IndiGo,IndiGo will resume flight operations from 4 May ,,,,466
Indonesia,IDN,113.914701,-0.989601,27.03.2020,https://www.businesstraveller.com/business-travel/2020/03/27/air-asia-grounds-most-of-its-fleet/,Indonesia AirAsia,Air Asia grounds most of its fleet,,,,467
Indonesia,IDN,113.914701,-0.989601,24.04.2020,https://en.antaranews.com/news/146748/garuda-indonesia-halts-domestic-flights-in-areas-implementing-psbb,Garuda Indonesia,Garuda Indonesia halts domestic flights in areas implementing large'scale social distancing,,,,468
Indonesia,IDN,113.914701,-0.989601,23.04.2020,https://www.routesonline.com/news/38/airlineroute/290920/garuda-indonesia-22apr20-30apr20-international-operations-as-of-0445gmt-23apr20/,.Garuda Indonesia,Garuda Indonesia 22APR20 – 30APR20 International operations as of 23APR20,,,,469
Iran (Islamic Republic of),IRN,54.198056,32.741278,04.04.2020,http://famagusta-gazette.com/2020/04/04/iran-air-suspends-flights-to-germany-amid-covid-19-surge/,Iran Air,Iran Air suspends flights to Germany amid COVID-19 surge,,,,470
Thailand,THA,101.020295,15.130893,24.03.2020,https://www.thaiairways.com/en/news/news_announcement/news_detail/cancelled_flights_covid19.page,Thai Airways International ,Thai Prepares to Temporarily Cancel Flights,,,,471
Thailand,THA,101.020295,15.130893,08.04.2020,https://ftnnews.com/aviation/39254-thai-smile-temporarily-suspends-all-domestic-flights,Thai Smile,"Thai Smile suspends all domestic, international flights through 30 April ",,,,472
Thailand,THA,101.020295,15.130893,27.04.2020,https://www.routesonline.com/news/38/airlineroute/290970/thai-vietjet-air-plans-hefei-service-from-mid-june-2020/,Thai VietJet,Thai VietJet Air plans Hefei service from mid-June 2020,,,,473
Timor-Leste,TLS,125.945119,-8.797487,,,,,,,,474
Togo,TGO,0.978236,8.532744,,,,,,,,475
Tokelau,TKL,-172.47418,-8.554768,,,,,,,,476
Tonga,TON,-175.27529,-21.159087,,,,,,,,477
Trinidad and Tobago,TTO,-61.296613,10.423121,,,,,,,,478
Tromelin Island,xFR,54.524013,-15.891713,,,,,,,,479
Tunisia,TUN,9.560349,33.774827,11.04.2020,https://www.routesonline.com/news/38/airlineroute/290751/nouvelair-tunisie-revises-planned-new-service-in-s20/,.Nouvelair Tunisie,"Nouvelair Tunisie revises planned new service in S20
",,,,480
Tunisia,TUN,9.560349,33.774827,17.04.2020,https://news.gnet.tn/tunisair-la-reforme-immediate-ou-le-risque-de-fermeture-maarouf/,Tunisair,Tunisair : La réforme immédiate ou le risque de fermeture,,,,481
Turkey,TUR,35.432387,38.988934,15.04.2020,https://www.reuters.com/article/us-health-coronavirus-turkey-thy/turkish-airlines-extends-flight-cancellations-until-may-20-idUSKCN21W1A3,Turkish Airlines,Turkish Airlines extends flight cancellations until May 20,,,,482
Turkey,TUR,35.432387,38.988934,24.03.2020,https://worldairlinenews.com/2020/03/24/corendon-airlines-halts-all-operations/,Corredon Airlines,Corendon Airlines halts all operations,,,,483
Turkey,TUR,35.432387,38.988934,04.04.2020,https://www.bloombergquint.com/onweb/turkish-airlines-suspends-all-domestic-flights-until-april-20,Turkish Airlines,Turkish Airlines Suspends All Domestic Flights Until April 20 ,,,,484
Turkey,TUR,35.432387,38.988934,14.04.2020,Reuters,Turkish Airlines,Turkish Airlines extends cancellation of international flights to 20 May because of COVID-19 ,,,,485
Turkey,TUR,35.432387,38.988934,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290553/turkish-airlines-30mar20-17apr20-operations-as-of-30mar20/,.Turkish Airlines,Turkish Airlines 30MAR20 – 17APR20 operations as of 30MAR20,,,,486
Turkey,TUR,35.432387,38.988934,07.04.2020,https://www.routesonline.com/news/38/airlineroute/290675/anadolujet-april-2020-interim-operations-as-of-06apr20/,.AnadoluJet,AnadoluJet April 2020 Interim operations as of 06APR20,,,,487
Turkmenistan,TKM,58.978766,40.091235,24.04.2020,https://www.routesonline.com/news/38/airlineroute/290939/turkmenistan-airlines-aprilmay-2020-domestic-service-reductions/,.Turkmenistan Airlines,Turkmenistan Airlines April/May 2020 Domestic service,,,,488
Turkmenistan,TKM,58.978766,40.091235,24.04.2020,https://www.routesonline.com/news/38/airlineroute/290940/turkmenistan-airlines-extends-international-service-suspension-to-20may20/,.Turkmenistan Airlines,Turkmenistan Airlines extends International service suspension to 20MAY20,,,,489
Turks and Caicos Islands,TCA,-72.002714,21.928412,,,,,,,,490
Tuvalu,TUV,177.152792,-7.222228,,,,,,,,491
Uganda,UGA,32.391004,1.279556,19.03.2020,https://thetowerpost.com/2020/03/19/uganda-airlines-suspends-flights-to-mombasa-zanzibar-and-mozambique/,Uganda Airlines,"Uganda Airlines suspends flights to Kilimanjaro, Mogadishu, Mombasa and Zanzibar because of COVID-19 ",,,,492
Ukraine,UKR,31.40147,49.005714,14.03.2020,https://www.flyuia.com/ua/en/news/2020/uia-stopped-operating-scheduled-flights,UIA,"Ukraine International Airlines has suspended most operations until at least April 3, 2020.",,,,493
Ukraine,UKR,31.40147,49.005714,02.04.2020,https://www.routesonline.com/news/38/airlineroute/290596/jonika-airlines-moves-summer-2020-scheduled-operation-to-may-2020/,.Jonika Airlines,Jonika Airlines moves summer 2020 scheduled operation to May 2020,,,,494
Ukraine,UKR,31.40147,49.005714,06.04.2020,https://open4business.com.ua/italy-allows-ryanair-28-flights-between-cities-of-italy-and-ukraine/,Ryan Air (Italy-Ukraine),"Italy allows Ryanair 28 flights between cities in Italy and Ukraine, until 13 July.",,,,495
United Arab Emirates,ARE,53.982339,23.434112,24.04.2020,https://www.khaleejtimes.com/air-arabia-abu-dhabi-gets-approval-to-start-operations,.Air Arabia,Air Arabia Abu Dhabi gets approval to start operations,,,,496
